epoch	batch	mode	branch	suite	status	verdict	label
1789617863	0068aab6196f	serial	HEAD	test-watchd-halt-health.sh	red	fail	escalation fires without halt stamp
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	the first reader holds the lock
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	a second tail refuses
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	the refusal names the holder
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	and names its own override
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	the event is delivered exactly once
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	and the lock names the challenger
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	the next event goes only to the new reader
1789617862	0068aab6196f	serial	HEAD	test-watchd-tail.sh	red	fail	a later reader takes it cleanly
1789537082	032cfe7e0a68	serial	spira/sp-obwc	test-incident-recur-bounded.sh	red	fail	19 recurrences produce notes <= 19 * N bytes (got N, max N)
1789617819	0be023765c4a	serial	HEAD	test-testenv-scratch.sh	red	fail	shell
1789617819	0be023765c4a	serial	HEAD	test-testenv-scratch.sh	red	fail	shell
1789595945	0ce8c8268440	parallel	spira/sp-4d9	test-watch-notify.sh	red	fail	the run says so with no error
1789595945	0ce8c8268440	parallel	spira/sp-4d9	test-watch-notify.sh	red	fail	and does not stumble over its unnamed log
1789595945	0ce8c8268440	parallel	spira/sp-4d9	test-watch-notify.sh	red	fail	and does not error
1789595945	0ce8c8268440	parallel	spira/sp-4d9	test-watch-notify.sh	red	fail	with no error
1789582128	0e6743eac7bf	parallel	main	test-maechen.sh	red	fail	brief names the three-occurrence threshold
1789545570	104918726be5	parallel	spira/sp-itsy	test-ready.sh	red	fail	agent-absent
1789545570	104918726be5	parallel	spira/sp-itsy	test-ready.sh	red	fail	no cockpit snapshot at /tmp/X/run/cockpit.env — collector has not written yet
1789550563	12d50ff3a24c	parallel	spira/sp-jpvp	test-gate-check-stuck.sh	red	fail	gate resolve called for tt-gate1
1789550563	12d50ff3a24c	parallel	spira/sp-jpvp	test-gate-check-stuck.sh	red	fail	show called for tt-gate1
1789615769	1566cf13038b	parallel	spira/sp-egge2	test-aeon-decision-blocked.sh	red	fail	note says released due to decision blocker
1789615769	1566cf13038b	parallel	spira/sp-egge2	test-aeon-decision-blocked.sh	red	fail	note says no attempt charged
1789615769	1566cf13038b	parallel	spira/sp-egge2	test-aeon-decision-blocked.sh	red	fail	ledger says decision-blocked
1789616155	1789616124-4	parallel	spira/egge2	test-aeon-decision-blocked.sh	red	fail	SEEN RED
1789517399	1befd266ea55	parallel	spira/sp-m00m	test-aeon-sweep.sh	red	fail	awake shows paused
1789517399	1befd266ea55	parallel	spira/sp-m00m	test-aeon-sweep.sh	red	fail	done is NOT written
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	seeded class appears in census output
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-recur-suite-red
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-requeue-prod-dirty
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-reclaim
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-recur-unrecorded
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	highest-bead-count class is first
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-requeue-prod-dirty still present after suppression
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-reclaim still present after suppression
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	with --with-suppressed, suppressed class appears
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	with --with-suppressed, marked [suppressed]
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	in_progress remedy still annotates [suppressed]
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	blocked remedy still annotates [suppressed]
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-recur-suite-red reappears after remedy closed
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-reclaim
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	sp-recur-unrecorded
1789603569	1e45d4b42e86	parallel	spira/sp-df8qo	test-census.sh	red	fail	three-bead class (sp-recur-beta) ranks above single-bead class with more events
1789600161	2009376defd4	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	and the epic is now closed
1789600139	2009376defd4	parallel	spira/sp-urzcm	test-migrate-ask.sh	red	fail	no ask.sh callers remain in spira/ or cockpit/
1789579945	2069b536a309	parallel	main	test-concierge.sh	red	fail	so it kills only its main process
1789515069	22101619d3f5	parallel	HEAD	test-gate-workflow.sh	red	fail	the gate job sets timeout-minutes
1789515069	22101619d3f5	parallel	HEAD	test-gate-workflow.sh	red	fail	the timeout is a sane bound
1789600078	2222caef53e2	parallel	spira/sp-urzcm-rebased	test-cockpit-unsent.sh	red	fail	SP_BRANCH_DONE counts across repos
1789600078	2222caef53e2	parallel	spira/sp-urzcm-rebased	test-cockpit-unsent.sh	red	fail	SP_UNSENT counts only bead-backed branches
1789600078	2222caef53e2	parallel	spira/sp-urzcm-rebased	test-cockpit-unsent.sh	red	fail	SP_ORPHAN_WORK counts no-bead branches with unlanded commits
1789467335	231dd833163e	parallel	spira/sp-f342	test-census-blind.sh	red	fail	census output is empty (events in dolt are unreachable)
1789467335	231dd833163e	parallel	spira/sp-f342	test-census-blind.sh	red	fail	embedded store
1789467335	231dd833163e	parallel	spira/sp-f342	test-census-blind.sh	red	fail	events write/read round trip failed — writes via dolt embedded (/tmp/X/embedded-db/.beads/embeddeddolt) are discarded
1789515729	2588380263ce	parallel	spira/sp-0wqx	test-chamber-repo-labels.sh	red	fail	chamber file /workspace/spira/chamber/maechen.md:N
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	count_beads detects a real creation (positive control)
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	exit 0
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	exit 0
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	exit 0
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	exit 0
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	exit 0
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	exit 0
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	names the bad token
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	names the bad token
1789595656	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-help.sh	red	fail	names the bad token
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	and sent exactly one notification
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	notification names the epic
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	notification carries the target
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	and carries which children closed
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	and the epic itself is closed once the notice is out
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	a second pass announces nothing — the marker holds
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	and sends no second notification
1789595853	2eb75d2b2dab	parallel	spira/sp-urzcm	test-pilgrimage.sh	red	fail	and the epic is now closed
1789595824	2eb75d2b2dab	parallel	spira/sp-urzcm	test-migrate-ask.sh	red	fail	no ask.sh callers remain in spira/ or cockpit/
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	insight creation exits 0 (positive control)
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	insight output carries bead id
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	ask.sh law exits 0
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	output carries 'law ['
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	bead id extracted from output
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	law without --default exits 0
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	omitted --default
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	omitted --default renders 'yes' default
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	omitted --default still has decision question
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	error message mentions colon separator
1789595650	2eb75d2b2dab	parallel	spira/sp-urzcm	test-ask-law.sh	red	fail	ask.sh law with colon exits 0 (positive pair)
1789596058	2eb75d2b2dab	parallel	spira/sp-urzcm	test-watch-notify.sh	red	fail	the run says so with no error
1789596058	2eb75d2b2dab	parallel	spira/sp-urzcm	test-watch-notify.sh	red	fail	and does not stumble over its unnamed log
1789596058	2eb75d2b2dab	parallel	spira/sp-urzcm	test-watch-notify.sh	red	fail	and does not error
1789596058	2eb75d2b2dab	parallel	spira/sp-urzcm	test-watch-notify.sh	red	fail	with no error
1789455408	2f4d49fd5eab	parallel	?	test-census-blind.sh	red	fail	census output is empty (events in dolt are unreachable)
1789455408	2f4d49fd5eab	parallel	?	test-census-blind.sh	red	fail	embedded store
1789455408	2f4d49fd5eab	parallel	?	test-census-blind.sh	red	fail	events write/read round trip failed — writes via dolt embedded (/tmp/X/embedded-db/.beads/embeddeddolt) are discarded
1789455470	2f4d49fd5eab	parallel	?	test-events-nodolt.sh	red	fail	census reports 3 sp-recur-suite-red (db-wx4 acceptance criterion)
1789455470	2f4d49fd5eab	parallel	?	test-events-nodolt.sh	red	fail	census reports 2 sp-recur-merge-conflict
1789455470	2f4d49fd5eab	parallel	?	test-events-nodolt.sh	red	fail	census reports 2 sp-reclaim-timeout
1789455470	2f4d49fd5eab	parallel	?	test-events-nodolt.sh	red	fail	census reports 1 sp-requeue-thrash (db-ipo acceptance criterion)
1789455470	2f4d49fd5eab	parallel	?	test-events-nodolt.sh	red	fail	census reports 1 sp-lapsed-lease-expired (db-ipo lapsed filter fix)
1789594051	319d5c5cf939	parallel	origin/main	test-watch-notify.sh	red	fail	the run says so with no error
1789594051	319d5c5cf939	parallel	origin/main	test-watch-notify.sh	red	fail	and does not stumble over its unnamed log
1789560719	341a59b61f2d	serial	spira/sp-ow8n	test-strand-truncated.sh	red	fail	detection
1789560719	341a59b61f2d	serial	spira/sp-ow8n	test-strand-truncated.sh	red	fail	no truncation
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	census reports 1 distinct bead sp-requeue-merge-conflict (sp-2lk)
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	census shows 2 detections for sp-requeue-merge-conflict
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	census reports 1 sp-recur-suite-red
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	census reports sp-reclaim with 2 detections (1 bead)
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	census reports sp-reclaim-timeout with 3 detections (1 bead)
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	cross-bead
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	cross-bead
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	landing requeue path produces sp-requeue-merge-conflict
1789601953	35b475a300d3	serial	spira/sp-5zmhz	test-census-events.sh	red	fail	strand reclaim path produces sp-reclaim-ghost
1789515001	38893b9fa79b	parallel	spira/sp-0wqx	test-requeue.sh	red	fail	the bead carries the decision
1789515001	38893b9fa79b	parallel	spira/sp-0wqx	test-requeue.sh	red	fail	the rungs are left standing as the record
1789515293	3a9047bbe3dc	parallel	HEAD	test-suites-timer.sh	red	fail	spira-suites.timer is in install.sh's _ENABLE_TMPL list
1789515293	3a9047bbe3dc	parallel	HEAD	test-suites-timer.sh	red	fail	spira-suites.timer is in install.sh's UNITS list (will be written to disk)
1789515293	3a9047bbe3dc	parallel	HEAD	test-suites-timer.sh	red	fail	spira-suites.service is in install.sh's UNITS list
1789578151	3f30ffaf3d27	parallel	spira/sp-1l4a7	test-mail-deliver.sh	red	fail	three rapid deliveries produce exactly one wake
1789474508	3f58c3221dc2	parallel	spira/sp-f342	test-census-blind.sh	red	fail	embedded store
1789474508	3f58c3221dc2	parallel	spira/sp-f342	test-census-blind.sh	red	fail	events write/read round trip failed — writes via dolt embedded (/tmp/X/embedded-db/.beads/embeddeddolt) are discarded
1789576857	4330e9b2eb6d	parallel	spira/sp-q0k3k	test-maechen.sh	red	fail	brief names the three-occurrence threshold
1789582274	471123616ac4	parallel	main	test-gate-base-selection.sh	red	fail	the branch trial selects from the branch
1789582274	471123616ac4	parallel	main	test-gate-base-selection.sh	red	fail	and the base trial also selects from the branch
1789528401	4b43da433dd5	parallel	spira/sp-8tol	test-covers-entries.sh	red	fail	git ls-files returned nothing in /workspace
